id	filename	md5	size	state
b70d74d2-72d9-405c-bde7-bb6a077d7a6b	4fc40b8a-c54d-4ce3-ba57-94261860a21c.wxs.aliquot_ensemble_masked.maf.gz	7d2e3754f1a53ad5c92bc06a6838e493	19244	released
20a7436d-9d0a-4e38-bc37-6941a4a412ef	7bd1926c-a530-45e0-9c76-154fb6840279.wxs.aliquot_ensemble_masked.maf.gz	da4e13ce94cb60425862ec2d2288be1b	24341	released
10fd22e1-1e58-428e-8419-4e9428dc2d9b	821282fe-c9f7-4f7e-b8d2-16145652bac9.wxs.aliquot_ensemble_masked.maf.gz	33c1f5b5c468b629b7a268504e5f4938	50753	released
0b75ff55-020c-42d9-a46b-a3e9acc4923d	fbe5cd61-dfdd-4362-beda-111c8d0584fd.wxs.aliquot_ensemble_masked.maf.gz	4c2dfb72e0c6bd206eddf70112744b7e	163598	released
57936dbb-df27-4d8b-a623-1b2fba15cfa1	a8d1fa39-1cb2-421d-8504-09ed68f2ef60.wxs.aliquot_ensemble_masked.maf.gz	72c3ab7bca90946e92ec6b5a722817ac	9660	released
01cdb106-8d99-42a4-ad40-f8d035c25d74	3242c34e-f020-4e02-9e70-a7ef0af125b4.wxs.aliquot_ensemble_masked.maf.gz	683b4213d25cb9a43d916bd47663d911	27794	released
1cbdeee4-5a7a-4867-a0e7-69d18754ce26	96e01bc7-9e1c-4cfb-99f3-520549bc88a7.wxs.aliquot_ensemble_masked.maf.gz	793ed84db83b0acae0c44fb7bb548835	10985	released
142a5e13-fe0a-4cc4-9802-32acdf390e2e	8194ee9b-8e7d-4202-aeb3-a4d3836cb15a.wxs.aliquot_ensemble_masked.maf.gz	4798daddf5ca6b8c403bd55b254888e2	30138	released
936967be-efbd-4315-a796-148b8a32f00e	88e6a722-f7d1-4d85-a1de-0428609994f8.wxs.aliquot_ensemble_masked.maf.gz	8e877f0fe655eb553b51bd761e71e1d3	9603	released
45427c59-c2a1-44c8-a21d-128aa27c743e	3a8f5c52-a1e4-4102-98cc-8996ea633744.wxs.aliquot_ensemble_masked.maf.gz	387022d5e17d258b6d325415ca066b1f	15392	released
a3665edf-c1f1-4e35-acf5-0a5bc7032731	6f9f2667-83cc-4742-95f8-ced1d54497a9.wxs.aliquot_ensemble_masked.maf.gz	1c1259bca84b6b453fffd35e07ebd896	47039	released
300e2d39-826d-449c-b1c9-b0fb43478deb	3058e3b9-6880-43fa-a013-769c8097a607.wxs.aliquot_ensemble_masked.maf.gz	664b1899a75dddfd1b219eea707bf774	30236	released
bb58d2eb-d34b-4905-8a3e-64c63100f215	2a46edbd-60fb-498f-9378-304e5302c253.wxs.aliquot_ensemble_masked.maf.gz	a6c1a9c9f1b28bf202560b760626e687	12745	released
2882ae32-a300-4394-ac88-9a4c3715f935	2647adc9-eae8-432a-932e-e50c60cec958.wxs.aliquot_ensemble_masked.maf.gz	78ec7a0cd682dd0091e4e348a4417db4	18148	released
ebdc818a-cdd0-4e91-8d24-b803bcf6b7c9	12b21e6a-713b-47c6-b1f9-63f597c5e899.wxs.aliquot_ensemble_masked.maf.gz	ddcdd46e12314d87ea42264b44733e99	52996	released
c1a9e2e4-8fdc-4733-ab66-db7b44964e47	5a5f28d9-8353-4526-a741-405b1a97d78d.wxs.aliquot_ensemble_masked.maf.gz	19fc895a08fb3dff91ed68d82c2a9777	16021	released
ca6c5a9e-46cb-4caf-803e-6788f4ab67d4	f1970a22-abac-4274-af6d-b16796b40679.wxs.aliquot_ensemble_masked.maf.gz	5b74572a3963bb121b1c44fb63dce0d8	50656	released
d99dcfa7-88ee-43f5-9bf9-a62a8df8f2d2	7340a5ee-3a27-42d0-b7a0-a209f73b2370.wxs.aliquot_ensemble_masked.maf.gz	aa103aafb48f542d6607cbb9900e7cd8	15112	released
f22f0055-4d21-4598-b0cd-2fdd53b71ce4	3f1aa2e4-4bf9-4c93-97b0-0546099fd41a.wxs.aliquot_ensemble_masked.maf.gz	50e48dd8a3e0957569ccc0a83a3d09e1	10432	released
3839da40-759b-40fb-bce7-c3c05d933f31	c4ff6acb-90cf-4525-93a3-acc9a7c9964c.wxs.aliquot_ensemble_masked.maf.gz	d887186ceff00c209413afa24d591198	15901	released
50feb181-5896-4834-978d-ce448d60b6d5	dbe0620c-dabe-48c9-988c-b939b1871e8e.wxs.aliquot_ensemble_masked.maf.gz	57d939f3814cfe07f9a993a0bc69ed8c	23304	released
377baef4-5c68-4568-b999-d4b6bc8d5720	6d0f23bb-9369-47be-8e8e-f12f1a161e73.wxs.aliquot_ensemble_masked.maf.gz	ccbd165caa1442de5fa7e0dd01ea94f6	10189	released
58d2c6b5-85c2-4c4c-b091-867019c7c6f1	8f6e79d8-b897-4cb4-998e-18be4c8e547e.wxs.aliquot_ensemble_masked.maf.gz	0e49ac2f6dfb18e74ef8a81571b22f2f	10341	released
80d0f412-a793-4fd1-b0d2-511600015ebe	9b1c09cc-b5d5-4dff-b42e-a0c1848744d7.wxs.aliquot_ensemble_masked.maf.gz	4d2a691de26a752b78ab9a83643dc4e3	17283	released
1c4fbe94-ae98-476d-a591-bb3b46deb763	082985ce-a7a6-4121-9334-7bb89e0677c3.wxs.aliquot_ensemble_masked.maf.gz	76e807ba9d3d9a8e4df0ddca5cb26d51	11738	released
a72e4ac8-8dc7-40ff-a7ff-52a253892ecb	2a2b964e-8d5c-491b-9ee6-d3e0c94c9e89.wxs.aliquot_ensemble_masked.maf.gz	13d48f8c1733a825d1dcfc27681572a2	8825	released
4498dd33-e898-4ec6-93e8-55d4265bcff9	7f8ace78-ad1d-4a4e-ab7c-013c4b2c6922.wxs.aliquot_ensemble_masked.maf.gz	428eb592d148296a33638624bb18ad4b	35140	released
55a8b7a2-04b3-4238-b118-d6ce902b15c8	414d2d12-7b0b-4feb-95d9-09c198d7c44d.wxs.aliquot_ensemble_masked.maf.gz	7814e40c3e2f6d68d5e0a8ab1802068f	11810	released
2f106306-e475-4831-8e16-da9713e9161f	ff349ac1-1f78-40f5-86e0-0f53029a347c.wxs.aliquot_ensemble_masked.maf.gz	21fc0da6ae175416a7e1423cfd0c892d	23456	released
98c86eab-16dd-4499-b1d3-8d14581bc054	a3e14a5e-7278-40a8-8904-d2de011775ec.wxs.aliquot_ensemble_masked.maf.gz	2c344b1baf869d82ebaf2861fb138072	23428	released
cc99aa83-c0cb-40da-8b83-9bc0356dd45b	3933fc42-acc1-4a02-b573-3b789e5913b6.wxs.aliquot_ensemble_masked.maf.gz	290a866068652c6bd2a7299f8c19b87b	18011	released
92825851-4fca-4f24-9574-b443b6beaae4	35a60983-07f4-40df-8b04-d8c3c02f86f4.wxs.aliquot_ensemble_masked.maf.gz	aacd0786cabdb6e67de3d350cbe94afa	25893	released
68218df0-6afb-42c8-b679-e74511a71939	ad483490-e67d-44f9-92c2-0e6f2e61ce10.wxs.aliquot_ensemble_masked.maf.gz	7d1f73fd9af81c520792090b838c37ac	41984	released
d3f62f81-b18c-4e8d-8048-73154875df9d	71a93912-7b16-4cb8-b36e-49a1356dbfe9.wxs.aliquot_ensemble_masked.maf.gz	2d63d096e6d753494b70f8676352ba2b	35722	released
baa67390-15b8-409a-8c64-cef7a1d355eb	579c098b-473c-4f94-a005-4e7b8dc6a4d0.wxs.aliquot_ensemble_masked.maf.gz	bb0da6b28b6bedae91545ff6699ee8a4	16218	released
a86ece48-57ba-4612-9ae0-621e5a46fa37	2ba37868-3c06-47fd-94c1-9781d390e65a.wxs.aliquot_ensemble_masked.maf.gz	aacad78374682d132cc25d15a84444ff	14371	released
1bca69d9-83b5-4bb5-962c-2060ba1a04f8	73a1842a-1ff1-4f13-907f-ba0151b10f12.wxs.aliquot_ensemble_masked.maf.gz	572ded0bf38185fa948a53b8fa27a435	16148	released
7d0f4e7d-50de-4ad2-82bc-20d0744b644d	2023b890-0d27-4abf-973b-510a62128820.wxs.aliquot_ensemble_masked.maf.gz	2be9d0f4ec027130684582c5a780b3d9	36250	released
bda15891-5533-4cc7-8bb3-dde23376f014	14743e3f-6964-420d-87cf-887e08bf4bf7.wxs.aliquot_ensemble_masked.maf.gz	01386f338a15fb9c6b839999329f646b	29963	released
868b1611-6681-4cde-9674-29ff5d1e4b83	8d3cfd95-2044-45f2-bfd4-7981ca6d7e38.wxs.aliquot_ensemble_masked.maf.gz	1660ef5d25cdd897a535cc1f44931a41	9387	released
f8e43735-9031-4909-95aa-9125da9f36f6	e964c65e-69cf-453d-8767-a27f216ce1aa.wxs.aliquot_ensemble_masked.maf.gz	8f7b74eeed9804c0fcfd34ed3125b476	60571	released
3f2a19d8-4d54-4c25-893f-8fc89305d67e	96e69561-1f10-428d-8ac0-c1bd5fccd50d.wxs.aliquot_ensemble_masked.maf.gz	64dbf6705fe21404fce3f77c8af6fba1	18762	released
0742607d-cade-4d7b-b284-dd39b5b89bba	c658c099-a0af-41bc-8208-eb24d168322e.wxs.aliquot_ensemble_masked.maf.gz	9d26ee576f302068a337d8eecc2d1a50	44528	released
95ea7211-d88e-449e-9b7d-645af7418491	110be5b7-5fb8-4b44-bbfb-215cfeb43cf9.wxs.aliquot_ensemble_masked.maf.gz	a65e4a0d5113f81b460bee4dbcc65853	10866	released
342146cf-8b26-4bcd-a51a-558a8e32085a	779e54c7-fa85-4e84-a792-d380f12f45ce.wxs.aliquot_ensemble_masked.maf.gz	b8d3fd4f77ddf3781d871927df8b153d	13318	released
b203e821-6ae8-4d70-87bd-89758969f624	f41a0b2f-161f-4875-bf39-d4502a36c361.wxs.aliquot_ensemble_masked.maf.gz	02436264d9a24d3c24ff9a460669e61e	180628	released
626e19e8-d3b4-4e02-826f-d35f8ba9a404	4101c477-3343-4455-86c2-cafc9323f0ad.wxs.aliquot_ensemble_masked.maf.gz	014d39af7f40199ae9cb92d78b734a42	20609	released
54541ffa-9752-49b1-8d53-d39187a369ee	a36201df-688c-443d-81a7-d0041e373f44.wxs.aliquot_ensemble_masked.maf.gz	9606ca0600ecdaa1753f57484370c74f	11643	released
153d79fa-6f3b-4220-b020-ec4879120227	6f044c8a-7aad-47f8-9189-2803f32690c0.wxs.aliquot_ensemble_masked.maf.gz	44e2d5a9eb3ec078e092686b7703de50	19440	released
93860d43-8c62-4925-93ae-443dc22a43e3	58ae7bc8-34a1-4444-aab0-3164806e4514.wxs.aliquot_ensemble_masked.maf.gz	944afbd098aafb20da66be88e46f68d4	70311	released
7a54c378-c173-4ad7-b155-9de2970af346	fa8d5ea0-e2c2-4a86-b311-9542a11b2011.wxs.aliquot_ensemble_masked.maf.gz	1e05fc3306c26686454adf0b1159185f	14377	released
579ca0cc-af4b-4ec5-b5fd-fd3e6a3efd6a	a9be2b99-ba70-4f95-b6ef-0f0ab38b0b4b.wxs.aliquot_ensemble_masked.maf.gz	71aed6355814e8c8844724b53ee87f48	5275	released
1dbfa740-c89f-4c74-8040-43693de60d02	b0e078da-90c0-4bc9-a8ba-0951ce2bead2.wxs.aliquot_ensemble_masked.maf.gz	2acf81e157791590be2c22593b1dd7ee	14214	released
82688585-7a6a-4d64-8172-29eb42c8c181	3e9201fe-9eee-465f-b40a-5ad2e5ec2931.wxs.aliquot_ensemble_masked.maf.gz	3357be20bc347865f00d4e4a1393f469	9981	released
e7a7f1ee-73dc-4ae2-88b3-4b7e2cc43160	0ad07a28-249e-402f-93ef-d80663242af7.wxs.aliquot_ensemble_masked.maf.gz	cbe0e665120ce37aad626c1c735f7a61	11868	released
31185ac0-5816-4423-907e-523e402a8f7c	2e7070f0-923a-4fd6-8b51-0ef9f32b9e62.wxs.aliquot_ensemble_masked.maf.gz	8a62fa83f85697697cd53b3f6177c4aa	12767	released
4e3d944b-139b-4470-93bd-3c236c6d4660	223968d7-0e65-4106-b8ce-894764e78ef7.wxs.aliquot_ensemble_masked.maf.gz	b0a44ce3dc04eedd15a02a849f357bfc	13280	released
584bc13f-7988-4fdf-91a8-fd21409dc445	c6e2838a-8a08-4d50-8dda-0613e29057e7.wxs.aliquot_ensemble_masked.maf.gz	eaaf0e924dbc366e23c2bd63b4c26b00	9080	released
ac21dd76-e95d-4658-b545-8dfea6b868fd	98867b8e-f7e1-4a03-8b3b-2a9b8fb3014f.wxs.aliquot_ensemble_masked.maf.gz	e4ac2505215fcb3bf284658e93afbad0	14599	released
a1ee26fc-9573-4821-9f75-daa5af8b5f72	a0ec8322-68e2-4ab1-86b7-b128894ea429.wxs.aliquot_ensemble_masked.maf.gz	dcf3a14e089c5bee95d6cbd396f38776	39955	released
40d12d0e-6347-4554-8f4f-795686c3d0b0	5083040b-5e12-4157-974e-b8841b26492c.wxs.aliquot_ensemble_masked.maf.gz	9ef2a29cbc2bce6bccda6c9abdc1c5de	29776	released
24de0bbb-7b51-4694-8f68-c4789d766e3d	fbb5224b-769d-4b3f-a2fd-f7d58572374f.wxs.aliquot_ensemble_masked.maf.gz	a1a9f17d179272c6b11fa44cfc0b30e1	10716	released
ec4a2b8f-fb89-4076-98c8-67ed3e83cfac	3d09f82e-bdc2-49e0-85c4-b0eeef5eb2ae.wxs.aliquot_ensemble_masked.maf.gz	7620fbe295292afc33423cf00af8537e	20244	released
e7ae924c-11b1-46a9-8a63-707812fbcbf8	6bc9a799-142e-4ecb-b617-3035e1d357c0.wxs.aliquot_ensemble_masked.maf.gz	2022c1b18dbce143fce5680b3c832670	11211	released
614f0b2d-0db5-43d7-860e-25939e433dba	add8de55-c126-4782-8e2d-b261a3a5ad51.wxs.aliquot_ensemble_masked.maf.gz	0875a50f06f994519661677a8a17adaa	12218	released
533dee29-137c-4bae-907d-10d8508d9760	801a4990-932c-4501-8b52-3193e90e3707.wxs.aliquot_ensemble_masked.maf.gz	e54cf8b5156108b9cff341ff84711423	31120	released
54221450-2adf-4363-996b-2b5c3343a4b9	50bd60e0-ad13-404b-8429-03abb024538a.wxs.aliquot_ensemble_masked.maf.gz	7d4a801a364fbbcd6aebcf587b3d44da	28690	released
6e4c4198-4a60-452d-be13-5b4d0a4a20c7	2b616505-ec4d-4d8c-af44-4a2dc25c31b0.wxs.aliquot_ensemble_masked.maf.gz	85bd3a2e4502edbb710cf686118854fd	51227	released
e9b33413-6582-4e4f-97ab-c6feed26b328	4d363475-3d63-4a14-a0e6-cf14b6d57f90.wxs.aliquot_ensemble_masked.maf.gz	65cfa7f166f179a5812360bed24b8066	4940	released
