Hugo_Symbol	Amp	Del	total	AlteredSamples
ZIM2	278	0	278	278
ZIM2-AS1	278	0	278	278
ZIM3	278	0	278	278
ZNF134	278	0	278	278
ZNF135	278	0	278	278
ZNF154	278	0	278	278
ZNF17	278	0	278	278
ZNF211	278	0	278	278
ZNF256	278	0	278	278
ZNF264	278	0	278	278
ZNF274	278	0	278	278
ZNF304	278	0	278	278
ZNF329	278	0	278	278
ZNF416	278	0	278	278
ZNF417	278	0	278	278
ZNF418	278	0	278	278
ZNF419	278	0	278	278
ZNF444	278	0	278	278
ZNF460	278	0	278	278
ZNF470	278	0	278	278
ZNF471	278	0	278	278
ZNF524	278	0	278	278
ZNF530	278	0	278	278
ZNF542P	278	0	278	278
ZNF543	278	0	278	278
ZNF544	278	0	278	278
ZNF547	278	0	278	278
ZNF548	278	0	278	278
ZNF549	278	0	278	278
ZNF550	278	0	278	278
ZNF551	278	0	278	278
ZNF552	278	0	278	278
ZNF579	278	0	278	278
ZNF580	278	0	278	278
ZNF581	278	0	278	278
ZNF582	278	0	278	278
ZNF582-AS1	278	0	278	278
ZNF583	278	0	278	278
ZNF586	278	0	278	278
ZNF587	278	0	278	278
ZNF587B	278	0	278	278
ZNF606	278	0	278	278
ZNF628	278	0	278	278
ZNF667	278	0	278	278
ZNF667-AS1	278	0	278	278
ZNF671	278	0	278	278
ZNF71	278	0	278	278
ZNF749	278	0	278	278
ZNF772	278	0	278	278
ZNF773	278	0	278	278
ZNF776	278	0	278	278
ZNF784	278	0	278	278
ZNF787	278	0	278	278
ZNF805	278	0	278	278
ZNF814	278	0	278	278
ZNF835	278	0	278	278
ZNF865	278	0	278	278
ZSCAN1	278	0	278	278
ZSCAN18	278	0	278	278
ZSCAN4	278	0	278	278
ZSCAN5A	278	0	278	278
ZSCAN5B	278	0	278	278
hsa-mir-1274b	278	0	278	278
C19orf12	277	0	277	277
CCNE1	277	0	277	277
LOC284395	277	0	277	277
PLEKHF1	277	0	277	277
POP4	277	0	277	277
URI1	277	0	277	277
VSTM2B	277	0	277	277
ACMSD	0	263	263	263
ACVR2A	0	263	263	263
AMER3	0	263	263	263
AMMECR1L	0	263	263	263
ANKRD30BL	0	263	263	263
ARHGAP15	0	263	263	263
ARHGEF4	0	263	263	263
ARL5A	0	263	263	263
ARL6IP6	0	263	263	263
BIN1	0	263	263	263
C2orf27A	0	263	263	263
C2orf27B	0	263	263	263
CACNB4	0	263	263	263
CCDC115	0	263	263	263
CCDC74A	0	263	263	263
CCDC74B	0	263	263	263
CCNT2	0	263	263	263
CCNT2-AS1	0	263	263	263
CFC1	0	263	263	263
CFC1B	0	263	263	263
CNTNAP5	0	263	263	263
CXCR4	0	263	263	263
CYP27C1	0	263	263	263
CYP4F30P	0	263	263	263
CYP4F62P	0	263	263	263
DARS	0	263	263	263
DARS-AS1	0	263	263	263
EPC2	0	263	263	263
ERCC3	0	263	263	263
FAM168B	0	263	263	263
FAM201B	0	263	263	263
FAR2P1	0	263	263	263
FAR2P2	0	263	263	263
FMNL2	0	263	263	263
GPR148	0	263	263	263
GPR17	0	263	263	263
GPR39	0	263	263	263
GTDC1	0	263	263	263
GYPC	0	263	263	263
HNMT	0	263	263	263
HS6ST1	0	263	263	263
IMP4	0	263	263	263
IWS1	0	263	263	263
KIF5C	0	263	263	263
KYNU	0	263	263	263
LCT	0	263	263	263
LIMS2	0	263	263	263
LINC01087	0	263	263	263
LINC01120	0	263	263	263
LINC01412	0	263	263	263
LOC100507600	0	263	263	263
LOC101927881	0	263	263	263
LOC101927924	0	263	263	263
LOC101928161	0	263	263	263
LOC101928185	0	263	263	263
LOC101928273	0	263	263	263
LOC101928386	0	263	263	263
LOC101929231	0	263	263	263
LOC101929260	0	263	263	263
LOC101929282	0	263	263	263
LOC101929319	0	263	263	263
LOC101929926	0	263	263	263
LOC105373609	0	263	263	263
LOC105373635	0	263	263	263
LOC105373656	0	263	263	263
LOC150776	0	263	263	263
LOC151121	0	263	263	263
LOC389033	0	263	263	263
LOC440910	0	263	263	263
LOC646743	0	263	263	263
LRP1B	0	263	263	263
LYPD1	0	263	263	263
LYPD6	0	263	263	263
LYPD6B	0	263	263	263
MAP3K19	0	263	263	263
MAP3K2	0	263	263	263
MBD5	0	263	263	263
MCM6	0	263	263	263
MED15P9	0	263	263	263
MGAT5	0	263	263	263
MIR128-1	0	263	263	263
MIR3679	0	263	263	263
MIR4773-1	0	263	263	263
MIR4783	0	263	263	263
MIR4784	0	263	263	263
MIR5590	0	263	263	263
MIR663B	0	263	263	263
MIR7157	0	263	263	263
MMADHC	0	263	263	263
MYO7B	0	263	263	263
MZT2A	0	263	263	263
MZT2B	0	263	263	263
NCKAP5	0	263	263	263
NEB	0	263	263	263
NMI	0	263	263	263
NOC2LP2	0	263	263	263
NXPH2	0	263	263	263
ORC4	0	263	263	263
PABPC1P2	0	263	263	263
PLEKHB2	0	263	263	263
POLR2D	0	263	263	263
POTEE	0	263	263	263
POTEF	0	263	263	263
POTEI	0	263	263	263
POTEJ	0	263	263	263
POTEKP	0	263	263	263
PROC	0	263	263	263
PRPF40A	0	263	263	263
PTPN18	0	263	263	263
R3HDM1	0	263	263	263
RAB3GAP1	0	263	263	263
RAB6C	0	263	263	263
RAB6C-AS1	0	263	263	263
RBM43	0	263	263	263
RIF1	0	263	263	263
RND3	0	263	263	263
RPRM	0	263	263	263
SAP130	0	263	263	263
SFT2D3	0	263	263	263
SMPD4	0	263	263	263
SPOPL	0	263	263	263
STAM2	0	263	263	263
TEX41	0	263	263	263
THSD7B	0	263	263	263
TISP43	0	263	263	263
TMEM163	0	263	263	263
TNFAIP6	0	263	263	263
TUBA3D	0	263	263	263
TUBA3E	0	263	263	263
UBXN4	0	263	263	263
UGGT1	0	263	263	263
WDR33	0	263	263	263
WTH3DI	0	263	263	263
YY1P2	0	263	263	263
ZEB2	0	263	263	263
ZEB2-AS1	0	263	263	263
ZNF806	0	263	263	263
ZRANB3	0	263	263	263
C21orf58	259	0	259	259
COL6A2	259	0	259	259
DIP2A	259	0	259	259
DIP2A-IT1	259	0	259	259
FTCD	259	0	259	259
LSS	259	0	259	259
MCM3AP	259	0	259	259
MCM3AP-AS1	259	0	259	259
PCNT	259	0	259	259
PRMT2	259	0	259	259
S100B	259	0	259	259
SPATC1L	259	0	259	259
YBEY	259	0	259	259
EHF	245	0	245	245
AP5B1	0	240	240	240
ARL2	0	240	240	240
ARL2-SNX15	0	240	240	240
ATG2A	0	240	240	240
BATF2	0	240	240	240
CAPN1	0	240	240	240
CCDC85B	0	240	240	240
CDC42BPG	0	240	240	240
CDC42EP2	0	240	240	240
CDCA5	0	240	240	240
CFL1	0	240	240	240
CTSW	0	240	240	240
DPF2	0	240	240	240
EFEMP2	0	240	240	240
EHBP1L1	0	240	240	240
EHD1	0	240	240	240
FAM89B	0	240	240	240
FAU	0	240	240	240
FIBP	0	240	240	240
FOSL1	0	240	240	240
FRMD8	0	240	240	240
GPHA2	0	240	240	240
KAT5	0	240	240	240
KCNK7	0	240	240	240
LTBP3	0	240	240	240
MAJIN	0	240	240	240
MALAT1	0	240	240	240
MAP3K11	0	240	240	240
MAP4K2	0	240	240	240
MEN1	0	240	240	240
MIR192	0	240	240	240
MIR194-2	0	240	240	240
MIR194-2HG	0	240	240	240
MIR4489	0	240	240	240
MIR4690	0	240	240	240
MIR612	0	240	240	240
MIR6749	0	240	240	240
MIR6750	0	240	240	240
MIR6751	0	240	240	240
MIR6879	0	240	240	240
MRPL49	0	240	240	240
MUS81	0	240	240	240
NAALADL1	0	240	240	240
NEAT1	0	240	240	240
NRXN2	0	240	240	240
OVOL1	0	240	240	240
OVOL1-AS1	0	240	240	240
PCNX3	0	240	240	240
POLA2	0	240	240	240
PPP2R5B	0	240	240	240
PYGM	0	240	240	240
RASGRP2	0	240	240	240
RELA	0	240	240	240
RNASEH2C	0	240	240	240
SAC3D1	0	240	240	240
SCYL1	0	240	240	240
SF1	0	240	240	240
SIPA1	0	240	240	240
SLC22A11	0	240	240	240
SLC22A12	0	240	240	240
SLC22A20	0	240	240	240
SLC25A45	0	240	240	240
SNX15	0	240	240	240
SNX32	0	240	240	240
SPDYC	0	240	240	240
SSSCA1	0	240	240	240
SSSCA1-AS1	0	240	240	240
SYVN1	0	240	240	240
TIGD3	0	240	240	240
TM7SF2	0	240	240	240
TMEM262	0	240	240	240
VPS51	0	240	240	240
ZFPL1	0	240	240	240
ZNHIT2	0	240	240	240
BRD4	234	0	234	234
EPHX3	234	0	234	234
FOXA1	234	0	234	234
MIPOL1	234	0	234	234
NOTCH3	234	0	234	234
TTC6	234	0	234	234
BHLHE40	225	0	225	225
BHLHE40-AS1	225	0	225	225
EGOT	225	0	225	225
ITPR1	225	0	225	225
ITPR1-AS1	225	0	225	225
SUMF1	225	0	225	225
AP2S1	0	222	222	222
ARHGAP35	0	222	222	222
BBC3	0	222	222	222
CALM3	0	222	222	222
CCDC8	0	222	222	222
CCDC9	0	222	222	222
DACT3	0	222	222	222
DACT3-AS1	0	222	222	222
FKRP	0	222	222	222
GNG8	0	222	222	222
HIF3A	0	222	222	222
IGFL1	0	222	222	222
INAFM1	0	222	222	222
MIR3190	0	222	222	222
MIR3191	0	222	222	222
MIR320E	0	222	222	222
NPAS1	0	222	222	222
PNMAL1	0	222	222	222
PNMAL2	0	222	222	222
PPP5C	0	222	222	222
PPP5D1	0	222	222	222
PRKD2	0	222	222	222
PTGIR	0	222	222	222
SAE1	0	222	222	222
SLC1A5	0	222	222	222
SNAR-E	0	222	222	222
STRN4	0	222	222	222
TMEM160	0	222	222	222
ZC3H4	0	222	222	222
ANKRD20A11P	0	219	219	219
ANKRD30BP2	0	219	219	219
BAGE	0	219	219	219
BAGE2	0	219	219	219
BAGE3	0	219	219	219
BAGE4	0	219	219	219
C21orf140	0	219	219	219
C21orf33	0	219	219	219
CBS	0	219	219	219
CRYAA	0	219	219	219
CYP4F29P	0	219	219	219
FRGCA	0	219	219	219
ICOSLG	0	219	219	219
KCNE1B	0	219	219	219
LINC00313	0	219	219	219
LINC00319	0	219	219	219
LOC100507412	0	219	219	219
LOC102723360	0	219	219	219
LOC102724188	0	219	219	219
LOC102724219	0	219	219	219
LOC102724354	0	219	219	219
LOC102724428	0	219	219	219
LOC102724652	0	219	219	219
LOC102724843	0	219	219	219
LOC105372833	0	219	219	219
LOC105379511	0	219	219	219
LOC105379514	0	219	219	219
MGC39584	0	219	219	219
MIR3118-1	0	219	219	219
MIR3156-3	0	219	219	219
MIR3648-1	0	219	219	219
MIR3687-1	0	219	219	219
MIR663A	0	219	219	219
MIR6724-1	0	219	219	219
MIR6724-2	0	219	219	219
MIR6724-3	0	219	219	219
MIR8069-1	0	219	219	219
POTED	0	219	219	219
PWP2	0	219	219	219
RNA18S5	0	219	219	219
RNA28S5	0	219	219	219
RNA45S5	0	219	219	219
RNA5-8S5	0	219	219	219
SIK1	0	219	219	219
SMIM11A	0	219	219	219
SMIM11B	0	219	219	219
TEKT4P2	0	219	219	219
TPTE	0	219	219	219
U2AF1	0	219	219	219
U2AF1L5	0	219	219	219
ACP1	0	209	209	209
ADAM17	0	209	209	209
ADCY3	0	209	209	209
ADI1	0	209	209	209
ALLC	0	209	209	209
APOB	0	209	209	209
ASAP2	0	209	209	209
ASXL2	0	209	209	209
ATAD2B	0	209	209	209
ATP6V1C2	0	209	209	209
C2orf48	0	209	209	209
C2orf50	0	209	209	209
CENPO	0	209	209	209
CMPK2	0	209	209	209
COLEC11	0	209	209	209
CPSF3	0	209	209	209
CYS1	0	209	209	209
DCDC2C	0	209	209	209
DDX1	0	209	209	209
DNAJC27	0	209	209	209
DNAJC27-AS1	0	209	209	209
DNMT3A	0	209	209	209
DTNB	0	209	209	209
E2F6	0	209	209	209
EFR3B	0	209	209	209
FAM110C	0	209	209	209
FAM150B	0	209	209	209
FAM228A	0	209	209	209
FAM228B	0	209	209	209
FAM49A	0	209	209	209
FAM84A	0	209	209	209
FKBP1B	0	209	209	209
FLJ33534	0	209	209	209
GACAT3	0	209	209	209
GAREM2	0	209	209	209
GDF7	0	209	209	209
GEN1	0	209	209	209
GREB1	0	209	209	209
GRHL1	0	209	209	209
HADHA	0	209	209	209
HADHB	0	209	209	209
HPCAL1	0	209	209	209
HS1BP3	0	209	209	209
HS1BP3-IT1	0	209	209	209
IAH1	0	209	209	209
ID2	0	209	209	209
ID2-AS1	0	209	209	209
ITGB1BP1	0	209	209	209
ITSN2	0	209	209	209
KCNF1	0	209	209	209
KCNS3	0	209	209	209
KIDINS220	0	209	209	209
KIF3C	0	209	209	209
KLF11	0	209	209	209
KLHL29	0	209	209	209
LAPTM4A	0	209	209	209
LDAH	0	209	209	209
LINC00276	0	209	209	209
LINC00298	0	209	209	209
LINC00299	0	209	209	209
LINC00487	0	209	209	209
LINC00570	0	209	209	209
LINC00954	0	209	209	209
LINC01105	0	209	209	209
LINC01115	0	209	209	209
LINC01246	0	209	209	209
LINC01247	0	209	209	209
LINC01248	0	209	209	209
LINC01249	0	209	209	209
LINC01250	0	209	209	209
LINC01304	0	209	209	209
LINC01376	0	209	209	209
LINC01381	0	209	209	209
LOC100506274	0	209	209	209
LOC100506474	0	209	209	209
LOC101060385	0	209	209	209
LOC101060391	0	209	209	209
LOC101926966	0	209	209	209
LOC101928222	0	209	209	209
LOC101929452	0	209	209	209
LOC101929551	0	209	209	209
LOC101929567	0	209	209	209
LOC101929715	0	209	209	209
LOC101929733	0	209	209	209
LOC101929882	0	209	209	209
LOC102723362	0	209	209	209
LOC105373352	0	209	209	209
LOC105373394	0	209	209	209
LOC400940	0	209	209	209
LOC645949	0	209	209	209
LOC653602	0	209	209	209
LPIN1	0	209	209	209
MATN3	0	209	209	209
MBOAT2	0	209	209	209
MFSD2B	0	209	209	209
MIR1301	0	209	209	209
MIR3125	0	209	209	209
MIR3681	0	209	209	209
MIR3681HG	0	209	209	209
MIR4261	0	209	209	209
MIR4262	0	209	209	209
MIR4429	0	209	209	209
MIR4757	0	209	209	209
MIR548S	0	209	209	209
MIR7158	0	209	209	209
MIR7515	0	209	209	209
MIR7515HG	0	209	209	209
MSGN1	0	209	209	209
MYCN	0	209	209	209
MYCNOS	0	209	209	209
MYCNUT	0	209	209	209
MYT1L	0	209	209	209
MYT1L-AS1	0	209	209	209
NBAS	0	209	209	209
NCOA1	0	209	209	209
NOL10	0	209	209	209
NRIR	0	209	209	209
NT5C1B	0	209	209	209
NT5C1B-RDH14	0	209	209	209
NTSR2	0	209	209	209
ODC1	0	209	209	209
OSR1	0	209	209	209
PDIA6	0	209	209	209
PFN4	0	209	209	209
POMC	0	209	209	209
PQLC3	0	209	209	209
PTRHD1	0	209	209	209
PUM2	0	209	209	209
PXDN	0	209	209	209
RAB10	0	209	209	209
RAD51AP2	0	209	209	209
RDH14	0	209	209	209
RHOB	0	209	209	209
RNASEH1	0	209	209	209
RNASEH1-AS1	0	209	209	209
RNF144A	0	209	209	209
RNF144A-AS1	0	209	209	209
ROCK2	0	209	209	209
RPS7	0	209	209	209
RRM2	0	209	209	209
RSAD2	0	209	209	209
SDC1	0	209	209	209
SF3B6	0	209	209	209
SH3YL1	0	209	209	209
SMC6	0	209	209	209
SNORA80B	0	209	209	209
SNTG2	0	209	209	209
SOX11	0	209	209	209
TAF1B	0	209	209	209
TDRD15	0	209	209	209
TMEM18	0	209	209	209
TP53I3	0	209	209	209
TPO	0	209	209	209
TRAPPC12	0	209	209	209
TRIB2	0	209	209	209
TSSC1	0	209	209	209
TTC32	0	209	209	209
UBXN2A	0	209	209	209
VSNL1	0	209	209	209
WDCP	0	209	209	209
WDR35	0	209	209	209
YWHAQ	0	209	209	209
AACS	0	205	205	205
ABCB9	0	205	205	205
ACADS	0	205	205	205
ADGRD1	0	205	205	205
ANAPC5	0	205	205	205
ANHX	0	205	205	205
ANKLE2	0	205	205	205
ARL6IP4	0	205	205	205
ATP6V0A2	0	205	205	205
B3GNT4	0	205	205	205
BCL7A	0	205	205	205
BICDL1	0	205	205	205
BPHL	0	205	205	205
BRI3BP	0	205	205	205
C12orf43	0	205	205	205
C12orf49	0	205	205	205
C12orf65	0	205	205	205
CABP1	0	205	205	205
CAMKK2	0	205	205	205
CCDC60	0	205	205	205
CCDC62	0	205	205	205
CCDC92	0	205	205	205
CDK2AP1	0	205	205	205
CHFR	0	205	205	205
CIT	0	205	205	205
CLIP1	0	205	205	205
CLIP1-AS1	0	205	205	205
COQ5	0	205	205	205
COX6A1	0	205	205	205
CRAT8	0	205	205	205
DDX51	0	205	205	205
DDX55	0	205	205	205
DENR	0	205	205	205
DHX37	0	205	205	205
DIABLO	0	205	205	205
DNAH10	0	205	205	205
DUSP22	0	205	205	205
DYNLL1	0	205	205	205
EIF2B1	0	205	205	205
EP400	0	205	205	205
EP400NL	0	205	205	205
EXOC2	0	205	205	205
FAM217A	0	205	205	205
FAM50B	0	205	205	205
FBRSL1	0	205	205	205
FBXO21	0	205	205	205
FBXW8	0	205	205	205
FLJ37505	0	205	205	205
FOXC1	0	205	205	205
FOXCUT	0	205	205	205
FOXF2	0	205	205	205
FOXQ1	0	205	205	205
FZD10	0	205	205	205
FZD10-AS1	0	205	205	205
GALNT9	0	205	205	205
GATC	0	205	205	205
GCN1	0	205	205	205
GLT1D1	0	205	205	205
GMDS	0	205	205	205
GMDS-AS1	0	205	205	205
GOLGA3	0	205	205	205
GTF2H3	0	205	205	205
HCAR1	0	205	205	205
HCAR2	0	205	205	205
HCAR3	0	205	205	205
HIP1R	0	205	205	205
HNF1A	0	205	205	205
HNF1A-AS1	0	205	205	205
HPD	0	205	205	205
HRK	0	205	205	205
HSPB8	0	205	205	205
HTATSF1P2	0	205	205	205
HUS1B	0	205	205	205
IL31	0	205	205	205
IQCD	0	205	205	205
IRF4	0	205	205	205
KDM2B	0	205	205	205
KMT5A	0	205	205	205
KNTC1	0	205	205	205
KSR2	0	205	205	205
LACAT8	0	205	205	205
LHX5	0	205	205	205
LHX5-AS1	0	205	205	205
LINC00173	0	205	205	205
LINC00266-3	0	205	205	205
LINC00507	0	205	205	205
LINC00508	0	205	205	205
LINC00934	0	205	205	205
LINC00939	0	205	205	205
LINC00943	0	205	205	205
LINC00944	0	205	205	205
LINC01011	0	205	205	205
LINC01089	0	205	205	205
LINC01234	0	205	205	205
LINC01257	0	205	205	205
LINC01600	0	205	205	205
LINC01622	0	205	205	205
LOC100128554	0	205	205	205
LOC100130238	0	205	205	205
LOC100190940	0	205	205	205
LOC100506551	0	205	205	205
LOC100506691	0	205	205	205
LOC100507091	0	205	205	205
LOC100507194	0	205	205	205
LOC100996671	0	205	205	205
LOC100996679	0	205	205	205
LOC101593348	0	205	205	205
LOC101927415	0	205	205	205
LOC101927464	0	205	205	205
LOC101927592	0	205	205	205
LOC101927616	0	205	205	205
LOC101927637	0	205	205	205
LOC101927691	0	205	205	205
LOC101927694	0	205	205	205
LOC101927730	0	205	205	205
LOC101927735	0	205	205	205
LOC101927759	0	205	205	205
LOC101928416	0	205	205	205
LOC101928530	0	205	205	205
LOC101928597	0	205	205	205
LOC105370014	0	205	205	205
LOC105370016	0	205	205	205
LOC105370024	0	205	205	205
LOC105370068	0	205	205	205
LOC107161159	0	205	205	205
LOC283352	0	205	205	205
LOC285766	0	205	205	205
LOC338797	0	205	205	205
LOC440117	0	205	205	205
LRCOL1	0	205	205	205
LRRC43	0	205	205	205
MAP1LC3B2	0	205	205	205
MED13L	0	205	205	205
MIR1178	0	205	205	205
MIR3612	0	205	205	205
MIR3908	0	205	205	205
MIR4304	0	205	205	205
MIR4419B	0	205	205	205
MIR4472-2	0	205	205	205
MIR4498	0	205	205	205
MIR4645	0	205	205	205
MIR4700	0	205	205	205
MIR5188	0	205	205	205
MIR548AQ	0	205	205	205
MIR620	0	205	205	205
MIR6720	0	205	205	205
MIR6762	0	205	205	205
MIR6763	0	205	205	205
MIR6880	0	205	205	205
MIR7107	0	205	205	205
MIR8072	0	205	205	205
MLEC	0	205	205	205
MLXIP	0	205	205	205
MMP17	0	205	205	205
MORN3	0	205	205	205
MPHOSPH9	0	205	205	205
MSI1	0	205	205	205
MYLK4	0	205	205	205
NCOR2	0	205	205	205
NOC4L	0	205	205	205
NOS1	0	205	205	205
NQO2	0	205	205	205
NRAV	0	205	205	205
OASL	0	205	205	205
OGFOD2	0	205	205	205
ORAI1	0	205	205	205
P2RX2	0	205	205	205
P2RX4	0	205	205	205
P2RX7	0	205	205	205
PEBP1	0	205	205	205
PGAM5	0	205	205	205
PITPNM2	0	205	205	205
PIWIL1	0	205	205	205
PLA2G1B	0	205	205	205
PLBD2	0	205	205	205
POLE	0	205	205	205
POP5	0	205	205	205
PRKAB1	0	205	205	205
PRPF4B	0	205	205	205
PSMD9	0	205	205	205
PSMG4	0	205	205	205
PUS1	0	205	205	205
PXDC1	0	205	205	205
PXMP2	0	205	205	205
PXN	0	205	205	205
PXN-AS1	0	205	205	205
RAB35	0	205	205	205
RAN	0	205	205	205
RBM19	0	205	205	205
RFC5	0	205	205	205
RFLNA	0	205	205	205
RHOF	0	205	205	205
RILPL1	0	205	205	205
RILPL2	0	205	205	205
RIMBP2	0	205	205	205
RIPK1	0	205	205	205
RNF10	0	205	205	205
RNF34	0	205	205	205
RNFT2	0	205	205	205
RNU4-1	0	205	205	205
RNU4-2	0	205	205	205
RPLP0	0	205	205	205
RSRC2	0	205	205	205
SBNO1	0	205	205	205
SCARB1	0	205	205	205
SDS	0	205	205	205
SDSL	0	205	205	205
SERPINB1	0	205	205	205
SERPINB6	0	205	205	205
SERPINB9	0	205	205	205
SERPINB9P1	0	205	205	205
SETD1B	0	205	205	205
SFSWAP	0	205	205	205
SIRT4	0	205	205	205
SLC15A4	0	205	205	205
SLC22A23	0	205	205	205
SLC8B1	0	205	205	205
SNORA49	0	205	205	205
SNRNP35	0	205	205	205
SPPL3	0	205	205	205
SRRM4	0	205	205	205
SRSF9	0	205	205	205
STX2	0	205	205	205
SUDS3	0	205	205	205
TAOK3	0	205	205	205
TBX3	0	205	205	205
TBX5	0	205	205	205
TBX5-AS1	0	205	205	205
TCTN2	0	205	205	205
TESC	0	205	205	205
TESC-AS1	0	205	205	205
THRIL	0	205	205	205
TMED2	0	205	205	205
TMEM120B	0	205	205	205
TMEM132B	0	205	205	205
TMEM132C	0	205	205	205
TMEM132D	0	205	205	205
TMEM233	0	205	205	205
TPCN1	0	205	205	205
TRIAP1	0	205	205	205
TUBB2A	0	205	205	205
TUBB2B	0	205	205	205
UBC	0	205	205	205
ULK1	0	205	205	205
UNC119B	0	205	205	205
VPS33A	0	205	205	205
VPS37B	0	205	205	205
VSIG10	0	205	205	205
WDR66	0	205	205	205
WRNIP1	0	205	205	205
WSB2	0	205	205	205
XLOC_009911	0	205	205	205
ZCCHC8	0	205	205	205
ZNF10	0	205	205	205
ZNF140	0	205	205	205
ZNF26	0	205	205	205
ZNF268	0	205	205	205
ZNF605	0	205	205	205
ZNF664	0	205	205	205
ZNF664-FAM101A	0	205	205	205
ZNF84	0	205	205	205
ZNF891	0	205	205	205
KMT2C	0	204	204	204
FAM169B	200	0	200	200
IGF1R	200	0	200	200
IRAIN	200	0	200	200
LUNAR1	200	0	200	200
MIR4714	200	0	200	200
PGPEP1L	200	0	200	200
ANKS1B	0	198	198	198
CD24	198	0	198	198
FAM71C	0	198	198	198
LOC100422737	198	0	198	198
LOC101928937	0	198	198	198
MIR587	198	0	198	198
APOLD1	0	193	193	193
BORCS5	0	193	193	193
CDKN1B	0	193	193	193
CREBL2	0	193	193	193
DDX47	0	193	193	193
DUSP16	0	193	193	193
FAM234B	0	193	193	193
GPR19	0	193	193	193
GPRC5A	0	193	193	193
GPRC5D	0	193	193	193
GSG1	0	193	193	193
HEBP1	0	193	193	193
HTR7P1	0	193	193	193
LOC100506314	0	193	193	193
LOH12CR2	0	193	193	193
MIR613	0	193	193	193
MIR614	0	193	193	193
RPL13AP20	0	193	193	193
ABHD13	179	0	179	179
ADPRHL1	179	0	179	179
ANKRD10	179	0	179	179
ARGLU1	179	0	179	179
ARHGEF7	179	0	179	179
ARHGEF7-AS1	179	0	179	179
ARHGEF7-AS2	179	0	179	179
ATP11A	179	0	179	179
ATP11A-AS1	179	0	179	179
ATP11AUN	179	0	179	179
ATP4B	179	0	179	179
BIVM	179	0	179	179
BIVM-ERCC5	179	0	179	179
CARS2	179	0	179	179
CCDC168	179	0	179	179
CDC16	179	0	179	179
CHAMP1	179	0	179	179
CLYBL	179	0	179	179
CLYBL-AS1	179	0	179	179
CLYBL-AS2	179	0	179	179
COL4A1	179	0	179	179
COL4A2	179	0	179	179
COL4A2-AS1	179	0	179	179
COL4A2-AS2	179	0	179	179
CUL4A	179	0	179	179
DAOA	179	0	179	179
DAOA-AS1	179	0	179	179
DCUN1D2	179	0	179	179
DOCK9	179	0	179	179
DOCK9-AS1	179	0	179	179
DOCK9-AS2	179	0	179	179
EFNB2	179	0	179	179
ERCC5	179	0	179	179
F10	179	0	179	179
F10-AS1	179	0	179	179
F7	179	0	179	179
FAM155A	179	0	179	179
FAM155A-IT1	179	0	179	179
FARP1	179	0	179	179
FGF14	179	0	179	179
FGF14-AS1	179	0	179	179
FGF14-AS2	179	0	179	179
FGF14-IT1	179	0	179	179
FKSG29	179	0	179	179
GAS6	179	0	179	179
GAS6-AS1	179	0	179	179
GAS6-AS2	179	0	179	179
GGACT	179	0	179	179
GPR18	179	0	179	179
GPR183	179	0	179	179
GRK1	179	0	179	179
GRTP1	179	0	179	179
GRTP1-AS1	179	0	179	179
HS6ST3	179	0	179	179
ING1	179	0	179	179
IPO5	179	0	179	179
IRS2	179	0	179	179
ITGBL1	179	0	179	179
KDELC1	179	0	179	179
LAMP1	179	0	179	179
LIG4	179	0	179	179
LINC00343	179	0	179	179
LINC00346	179	0	179	179
LINC00354	179	0	179	179
LINC00359	179	0	179	179
LINC00368	179	0	179	179
LINC00396	179	0	179	179
LINC00399	179	0	179	179
LINC00403	179	0	179	179
LINC00411	179	0	179	179
LINC00431	179	0	179	179
LINC00443	179	0	179	179
LINC00449	179	0	179	179
LINC00452	179	0	179	179
LINC00454	179	0	179	179
LINC00456	179	0	179	179
LINC00460	179	0	179	179
LINC00551	179	0	179	179
LINC00552	179	0	179	179
LINC00554	179	0	179	179
LINC00565	179	0	179	179
LINC00567	179	0	179	179
LINC00676	179	0	179	179
LINC01039	179	0	179	179
LINC01043	179	0	179	179
LINC01044	179	0	179	179
LINC01054	179	0	179	179
LINC01070	179	0	179	179
LINC01232	179	0	179	179
LINC01309	179	0	179	179
LOC100506016	179	0	179	179
LOC101060553	179	0	179	179
LOC101927437	179	0	179	179
LOC101928730	179	0	179	179
LOC101928841	179	0	179	179
LOC105370333	179	0	179	179
LOC105370369	179	0	179	179
MBNL2	179	0	179	179
MCF2L	179	0	179	179
MCF2L-AS1	179	0	179	179
METTL21C	179	0	179	179
METTL21EP	179	0	179	179
MIR1267	179	0	179	179
MIR2681	179	0	179	179
MIR3170	179	0	179	179
MIR4306	179	0	179	179
MIR4501	179	0	179	179
MIR4502	179	0	179	179
MIR4705	179	0	179	179
MIR548AR	179	0	179	179
MIR623	179	0	179	179
MIR8073	179	0	179	179
MIR8075	179	0	179	179
MYO16	179	0	179	179
MYO16-AS1	179	0	179	179
NALCN	179	0	179	179
NALCN-AS1	179	0	179	179
NAXD	179	0	179	179
OXGR1	179	0	179	179
PCCA	179	0	179	179
PCCA-AS1	179	0	179	179
PCID2	179	0	179	179
PROZ	179	0	179	179
RAB20	179	0	179	179
RAP2A	179	0	179	179
RASA3	179	0	179	179
RNF113B	179	0	179	179
SLC10A2	179	0	179	179
SLC15A1	179	0	179	179
SOX1	179	0	179	179
SPACA7	179	0	179	179
STK24	179	0	179	179
