Hugo_Symbol	Amp	Del	total	AlteredSamples
MIR5096	796	463	1259	892
MIR7641-2	0	1234	1234	663
ADAMTSL4	803	0	803	803
ADAMTSL4-AS1	803	0	803	803
ENSA	803	0	803	803
GOLPH3L	803	0	803	803
HORMAD1	803	0	803	803
MCL1	803	0	803	803
MIR4257	803	0	803	803
ACTN2	796	0	796	796
ADSS	796	0	796	796
AHCTF1	796	0	796	796
AKT3	796	0	796	796
ARID4B	796	0	796	796
B3GALNT2	796	0	796	796
BECN2	796	0	796	796
C1orf100	796	0	796	796
C1orf101	796	0	796	796
C1orf229	796	0	796	796
CEP170	796	0	796	796
CHML	796	0	796	796
CHRM3	796	0	796	796
CHRM3-AS1	796	0	796	796
CHRM3-AS2	796	0	796	796
CNST	796	0	796	796
COA6	796	0	796	796
COX20	796	0	796	796
DESI2	796	0	796	796
EDARADD	796	0	796	796
EFCAB2	796	0	796	796
ERO1B	796	0	796	796
EXO1	796	0	796	796
FH	796	0	796	796
FMN2	796	0	796	796
GCSAML	796	0	796	796
GCSAML-AS1	796	0	796	796
GGPS1	796	0	796	796
GNG4	796	0	796	796
GPR137B	796	0	796	796
GREM2	796	0	796	796
HEATR1	796	0	796	796
HNRNPU	796	0	796	796
IRF2BP2	796	0	796	796
KCNK1	796	0	796	796
KIF26B	796	0	796	796
KMO	796	0	796	796
LGALS8	796	0	796	796
LGALS8-AS1	796	0	796	796
LINC00184	796	0	796	796
LINC01132	796	0	796	796
LINC01139	796	0	796	796
LINC01341	796	0	796	796
LINC01347	796	0	796	796
LINC01348	796	0	796	796
LINC01354	796	0	796	796
LOC100130331	796	0	796	796
LOC101927765	796	0	796	796
LOC101927787	796	0	796	796
LOC101927851	796	0	796	796
LOC101928068	796	0	796	796
LOC101928226	796	0	796	796
LOC255654	796	0	796	796
LOC339529	796	0	796	796
LYPD8	796	0	796	796
LYST	796	0	796	796
MAP1LC3C	796	0	796	796
MIR1537	796	0	796	796
MIR3123	796	0	796	796
MIR3124	796	0	796	796
MIR3916	796	0	796	796
MIR4427	796	0	796	796
MIR4428	796	0	796	796
MIR4671	796	0	796	796
MIR4677	796	0	796	796
MIR4753	796	0	796	796
MLK4	796	0	796	796
MT1HL1	796	0	796	796
MTR	796	0	796	796
NID1	796	0	796	796
NLRP3	796	0	796	796
OPN3	796	0	796	796
OR11L1	796	0	796	796
OR13G1	796	0	796	796
OR14A16	796	0	796	796
OR14C36	796	0	796	796
OR14I1	796	0	796	796
OR1C1	796	0	796	796
OR2AK2	796	0	796	796
OR2B11	796	0	796	796
OR2C3	796	0	796	796
OR2G2	796	0	796	796
OR2G3	796	0	796	796
OR2G6	796	0	796	796
OR2L13	796	0	796	796
OR2L1P	796	0	796	796
OR2L2	796	0	796	796
OR2L3	796	0	796	796
OR2L5	796	0	796	796
OR2L8	796	0	796	796
OR2M1P	796	0	796	796
OR2M2	796	0	796	796
OR2M3	796	0	796	796
OR2M4	796	0	796	796
OR2M5	796	0	796	796
OR2M7	796	0	796	796
OR2T1	796	0	796	796
OR2T10	796	0	796	796
OR2T11	796	0	796	796
OR2T12	796	0	796	796
OR2T2	796	0	796	796
OR2T27	796	0	796	796
OR2T29	796	0	796	796
OR2T3	796	0	796	796
OR2T33	796	0	796	796
OR2T34	796	0	796	796
OR2T35	796	0	796	796
OR2T4	796	0	796	796
OR2T5	796	0	796	796
OR2T6	796	0	796	796
OR2T8	796	0	796	796
OR2W3	796	0	796	796
OR2W5	796	0	796	796
OR6F1	796	0	796	796
PCNX2	796	0	796	796
PGBD2	796	0	796	796
PLD5	796	0	796	796
RBM34	796	0	796	796
RGS7	796	0	796	796
RPS7P5	796	0	796	796
RYR2	796	0	796	796
SCCPDH	796	0	796	796
SDCCAG8	796	0	796	796
SH3BP5L	796	0	796	796
SLC35F3	796	0	796	796
SMYD3	796	0	796	796
SNORA100	796	0	796	796
SNORA14B	796	0	796	796
TARBP1	796	0	796	796
TBCE	796	0	796	796
TFB2M	796	0	796	796
TOMM20	796	0	796	796
TRIM58	796	0	796	796
VN1R5	796	0	796	796
WDR64	796	0	796	796
ZBTB18	796	0	796	796
ZNF124	796	0	796	796
ZNF496	796	0	796	796
ZNF669	796	0	796	796
ZNF670	796	0	796	796
ZNF670-ZNF695	796	0	796	796
ZNF672	796	0	796	796
ZNF692	796	0	796	796
ZNF695	796	0	796	796
ZP4	796	0	796	796
FAM138D	293	431	724	578
AFG3L1P	0	702	702	702
ANKRD11	0	702	702	702
CDK10	0	702	702	702
CENPBD1	0	702	702	702
CHMP1A	0	702	702	702
CPNE7	0	702	702	702
DBNDD1	0	702	702	702
DEF8	0	702	702	702
DPEP1	0	702	702	702
FAM157C	0	702	702	702
FANCA	0	702	702	702
GAS8	0	702	702	702
GAS8-AS1	0	702	702	702
LOC100287036	0	702	702	702
LOC101927817	0	702	702	702
LOC105371414	0	702	702	702
MC1R	0	702	702	702
PRDM7	0	702	702	702
RPL13	0	702	702	702
SNORD68	0	702	702	702
SPATA2L	0	702	702	702
SPATA33	0	702	702	702
SPG7	0	702	702	702
SPIRE2	0	702	702	702
TCF25	0	702	702	702
TUBB3	0	702	702	702
URAHP	0	702	702	702
VPS9D1	0	702	702	702
VPS9D1-AS1	0	702	702	702
ZNF276	0	702	702	702
CASC11	690	0	690	690
MYC	690	0	690	690
MAP2K4	0	655	655	655
MIR744	0	655	655	655
DUX4	0	649	649	493
FNTA	448	196	644	619
HGSNAT	448	196	644	619
POMK	448	196	644	619
POTEA	448	196	644	619
ABR	0	637	637	637
BHLHA9	0	637	637	637
C17orf97	0	637	637	637
DBIL5P	0	637	637	637
DOC2B	0	637	637	637
FAM57A	0	637	637	637
GEMIN4	0	637	637	637
GLOD4	0	637	637	637
LOC100506371	0	637	637	637
LOC100506388	0	637	637	637
LOC101927727	0	637	637	637
LOC105371430	0	637	637	637
MIR3183	0	637	637	637
MRM3	0	637	637	637
NXN	0	637	637	637
RFLNB	0	637	637	637
RPH3AL	0	637	637	637
SCGB1C2	0	637	637	637
TIMM22	0	637	637	637
TUSC5	0	637	637	637
VPS53	0	637	637	637
YWHAE	0	637	637	637
ANKRD26P1	0	577	577	577
ENPP7P13	0	577	577	577
FLJ26245	0	577	577	577
FRG2DP	0	577	577	577
HERC2P4	0	577	577	577
LINC00273	0	577	577	577
LINC01566	0	577	577	577
LOC102723753	0	577	577	577
LOC390705	0	577	577	577
SHCBP1	0	577	577	577
SLC6A10P	0	577	577	577
TP53TG3	0	577	577	577
TP53TG3B	0	577	577	577
TP53TG3C	0	577	577	577
TP53TG3D	0	577	577	577
TP53TG3E	0	577	577	577
TP53TG3F	0	577	577	577
TP53TG3HP	0	577	577	577
UBE2MP1	0	577	577	577
VPS35	0	577	577	577
ZNF267	0	577	577	577
hsa-mir-1826	0	577	577	577
CSMD1	0	568	568	568
LOC101927815	0	568	568	568
AASDHPPT	0	556	556	556
ABCG4	0	556	556	556
ACAT1	0	556	556	556
ALG9	0	556	556	556
ALKBH8	0	556	556	556
ANKK1	0	556	556	556
APOA1	0	556	556	556
APOA1-AS	0	556	556	556
APOA4	0	556	556	556
APOA5	0	556	556	556
APOC3	0	556	556	556
ARCN1	0	556	556	556
ARHGAP20	0	556	556	556
ARHGEF12	0	556	556	556
ATM	0	556	556	556
ATP5L	0	556	556	556
BACE1	0	556	556	556
BACE1-AS	0	556	556	556
BCL9L	0	556	556	556
BCO2	0	556	556	556
BTG4	0	556	556	556
BUD13	0	556	556	556
C11orf1	0	556	556	556
C11orf52	0	556	556	556
C11orf53	0	556	556	556
C11orf57	0	556	556	556
C11orf65	0	556	556	556
C11orf71	0	556	556	556
C11orf87	0	556	556	556
C11orf88	0	556	556	556
C1QTNF5	0	556	556	556
C2CD2L	0	556	556	556
CADM1	0	556	556	556
CBL	0	556	556	556
CCDC153	0	556	556	556
CCDC84	0	556	556	556
CD3D	0	556	556	556
CD3E	0	556	556	556
CD3G	0	556	556	556
CEP164	0	556	556	556
CLDN25	0	556	556	556
COLCA1	0	556	556	556
COLCA2	0	556	556	556
CRYAB	0	556	556	556
CUL5	0	556	556	556
CWF19L2	0	556	556	556
CXCR5	0	556	556	556
DDX10	0	556	556	556
DDX6	0	556	556	556
DIXDC1	0	556	556	556
DLAT	0	556	556	556
DPAGT1	0	556	556	556
DRD2	0	556	556	556
DSCAML1	0	556	556	556
ELMOD1	0	556	556	556
EXPH5	0	556	556	556
FDX1	0	556	556	556
FDXACB1	0	556	556	556
FOXR1	0	556	556	556
FXYD2	0	556	556	556
FXYD6	0	556	556	556
FXYD6-FXYD2	0	556	556	556
GRIA4	0	556	556	556
GUCY1A2	0	556	556	556
H2AFX	0	556	556	556
HINFP	0	556	556	556
HMBS	0	556	556	556
HSPB2	0	556	556	556
HSPB2-C11orf52	0	556	556	556
HTR3A	0	556	556	556
HTR3B	0	556	556	556
HYOU1	0	556	556	556
IFT46	0	556	556	556
IL10RA	0	556	556	556
IL18	0	556	556	556
JAML	0	556	556	556
KBTBD3	0	556	556	556
KDELC2	0	556	556	556
KMT2A	0	556	556	556
LAYN	0	556	556	556
LINC00900	0	556	556	556
LOC100131626	0	556	556	556
LOC100132078	0	556	556	556
LOC100132686	0	556	556	556
LOC100652768	0	556	556	556
LOC101928535	0	556	556	556
LOC101928823	0	556	556	556
LOC101928847	0	556	556	556
LOC101928940	0	556	556	556
LOC101928985	0	556	556	556
LOC101929011	0	556	556	556
LOC101929089	0	556	556	556
LOC102724301	0	556	556	556
LOC105369473	0	556	556	556
LOC105369486	0	556	556	556
LOC105369507	0	556	556	556
LOC105369509	0	556	556	556
LOC283140	0	556	556	556
LOC387810	0	556	556	556
LOC643923	0	556	556	556
LOC649133	0	556	556	556
MCAM	0	556	556	556
MIR34B	0	556	556	556
MIR34C	0	556	556	556
MIR3656	0	556	556	556
MIR4301	0	556	556	556
MIR4491	0	556	556	556
MIR4492	0	556	556	556
MIR6716	0	556	556	556
MIR6756	0	556	556	556
MPZL2	0	556	556	556
MPZL3	0	556	556	556
MSANTD4	0	556	556	556
NCAM1	0	556	556	556
NCAM1-AS1	0	556	556	556
NECTIN1	0	556	556	556
NLRX1	0	556	556	556
NNMT	0	556	556	556
NPAT	0	556	556	556
NXPE1	0	556	556	556
NXPE2	0	556	556	556
NXPE4	0	556	556	556
OAF	0	556	556	556
PAFAH1B2	0	556	556	556
PCSK7	0	556	556	556
PDZD3	0	556	556	556
PHLDB1	0	556	556	556
PIH1D2	0	556	556	556
PLET1	0	556	556	556
POU2AF1	0	556	556	556
POU2F3	0	556	556	556
PPP2R1B	0	556	556	556
PTS	0	556	556	556
RAB39A	0	556	556	556
RBM7	0	556	556	556
RDX	0	556	556	556
REXO2	0	556	556	556
RNF214	0	556	556	556
RNF26	0	556	556	556
RPL23AP64	0	556	556	556
RPS25	0	556	556	556
SCN2B	0	556	556	556
SCN4B	0	556	556	556
SDHD	0	556	556	556
SIDT2	0	556	556	556
SIK2	0	556	556	556
SIK3	0	556	556	556
SLC35F2	0	556	556	556
SLC37A4	0	556	556	556
SLN	0	556	556	556
TAGLN	0	556	556	556
TEX12	0	556	556	556
THY1	0	556	556	556
TIMM8B	0	556	556	556
TMEM136	0	556	556	556
TMEM25	0	556	556	556
TMPRSS13	0	556	556	556
TMPRSS4	0	556	556	556
TMPRSS4-AS1	0	556	556	556
TMPRSS5	0	556	556	556
TRAPPC4	0	556	556	556
TREH	0	556	556	556
TRIM29	0	556	556	556
TTC12	0	556	556	556
TTC36	0	556	556	556
UBE4A	0	556	556	556
UPK2	0	556	556	556
USP2	0	556	556	556
USP2-AS1	0	556	556	556
USP28	0	556	556	556
VPS11	0	556	556	556
ZBTB16	0	556	556	556
ZC3H12C	0	556	556	556
ZPR1	0	556	556	556
ZW10	0	556	556	556
LOC101927770	551	0	551	551
LOC105372672	551	0	551	551
ZNF217	551	0	551	551
ACAD8	0	521	521	521
B3GAT1	0	521	521	521
GLB1L2	0	521	521	521
GLB1L3	0	521	521	521
IGSF9B	0	521	521	521
JAM3	0	521	521	521
LOC100128239	0	521	521	521
LOC100507548	0	521	521	521
LOC283177	0	521	521	521
LOC646522	0	521	521	521
MIR4697	0	521	521	521
MIR4697HG	0	521	521	521
NCAPD3	0	521	521	521
OPCML	0	521	521	521
SPATA19	0	521	521	521
THYN1	0	521	521	521
VPS26B	0	521	521	521
LPAR6	0	490	490	490
RB1	0	490	490	490
FAM19A5	0	488	488	488
LOC284933	0	488	488	488
MIR3201	0	488	488	488
MIR4535	0	488	488	488
ACTL8	0	463	463	463
AGMAT	0	463	463	463
AKR7A2	0	463	463	463
AKR7A3	0	463	463	463
AKR7L	0	463	463	463
ALDH4A1	0	463	463	463
ALPL	0	463	463	463
ARHGEF10L	0	463	463	463
ARHGEF19	0	463	463	463
ATP13A2	0	463	463	463
C1orf195	0	463	463	463
C1orf64	0	463	463	463
CAMK2N1	0	463	463	463
CAPZB	0	463	463	463
CASP9	0	463	463	463
CDA	0	463	463	463
CELA2A	0	463	463	463
CELA2B	0	463	463	463
CLCNKA	0	463	463	463
CLCNKB	0	463	463	463
CROCC	0	463	463	463
CROCCP2	0	463	463	463
CROCCP3	0	463	463	463
CTRC	0	463	463	463
DDI2	0	463	463	463
DDOST	0	463	463	463
DNAJC16	0	463	463	463
ECE1	0	463	463	463
EFHD2	0	463	463	463
EIF4G3	0	463	463	463
EMC1	0	463	463	463
EPHA2	0	463	463	463
ESPNP	0	463	463	463
FAM131C	0	463	463	463
FAM231A	0	463	463	463
FAM231B	0	463	463	463
FAM231C	0	463	463	463
FAM43B	0	463	463	463
FBLIM1	0	463	463	463
FBXO42	0	463	463	463
FHAD1	0	463	463	463
FLJ37453	0	463	463	463
HP1BP3	0	463	463	463
HSPB7	0	463	463	463
HTR6	0	463	463	463
IFFO2	0	463	463	463
IGSF21	0	463	463	463
KIF17	0	463	463	463
KLHDC7A	0	463	463	463
LDLRAD2	0	463	463	463
LINC01141	0	463	463	463
LOC100132147	0	463	463	463
LOC100506730	0	463	463	463
LOC100506801	0	463	463	463
LOC101927876	0	463	463	463
LOC101927895	0	463	463	463
LOC105376805	0	463	463	463
LOC105378614	0	463	463	463
MFAP2	0	463	463	463
MINOS1	0	463	463	463
MINOS1-NBL1	0	463	463	463
MIR1256	0	463	463	463
MIR1290	0	463	463	463
MIR3675	0	463	463	463
MIR3972	0	463	463	463
MIR4695	0	463	463	463
MIR6084	0	463	463	463
MRTO4	0	463	463	463
MST1L	0	463	463	463
MST1P2	0	463	463	463
MUL1	0	463	463	463
NBL1	0	463	463	463
NBPF1	0	463	463	463
NBPF3	0	463	463	463
NECAP2	0	463	463	463
OTUD3	0	463	463	463
PADI1	0	463	463	463
PADI2	0	463	463	463
PADI3	0	463	463	463
PADI4	0	463	463	463
PADI6	0	463	463	463
PAX7	0	463	463	463
PINK1	0	463	463	463
PINK1-AS	0	463	463	463
PLA2G2A	0	463	463	463
PLA2G2C	0	463	463	463
PLA2G2D	0	463	463	463
PLA2G2E	0	463	463	463
PLA2G2F	0	463	463	463
PLA2G5	0	463	463	463
PLEKHM2	0	463	463	463
PQLC2	0	463	463	463
RAP1GAP	0	463	463	463
RCC2	0	463	463	463
RNF186	0	463	463	463
RNU1-1	0	463	463	463
RNU1-2	0	463	463	463
RNU1-3	0	463	463	463
RNU1-4	0	463	463	463
RPS14P3	0	463	463	463
RSC1A1	0	463	463	463
RSG1	0	463	463	463
SDHB	0	463	463	463
SH2D5	0	463	463	463
SLC25A34	0	463	463	463
SPATA21	0	463	463	463
SPEN	0	463	463	463
SZRD1	0	463	463	463
TAS1R2	0	463	463	463
TMCO4	0	463	463	463
TMEM51	0	463	463	463
TMEM51-AS1	0	463	463	463
TMEM82	0	463	463	463
UBR4	0	463	463	463
UBXN10	0	463	463	463
UBXN10-AS1	0	463	463	463
UQCRHL	0	463	463	463
USP48	0	463	463	463
VWA5B1	0	463	463	463
ZBTB17	0	463	463	463
ANKRD62P1-PARP4P3	0	460	460	460
ATP6V1E1	0	460	460	460
BCL2L13	0	460	460	460
BID	0	460	460	460
BMS1P17	0	460	460	460
BMS1P22	0	460	460	460
CCT8L2	0	460	460	460
CECR1	0	460	460	460
CECR2	0	460	460	460
CECR3	0	460	460	460
CECR5	0	460	460	460
CECR5-AS1	0	460	460	460
CECR6	0	460	460	460
CECR7	0	460	460	460
DUXAP8	0	460	460	460
GAB4	0	460	460	460
HSFY1P1	0	460	460	460
IL17RA	0	460	460	460
LINC00528	0	460	460	460
LINC01297	0	460	460	460
LOC100996342	0	460	460	460
LOC101929350	0	460	460	460
LOC101929372	0	460	460	460
LOC102723769	0	460	460	460
LOC102723780	0	460	460	460
MIR3198-1	0	460	460	460
OR11H1	0	460	460	460
POTEH	0	460	460	460
POTEH-AS1	0	460	460	460
SLC25A18	0	460	460	460
TPTEP1	0	460	460	460
XKR3	0	460	460	460
CCND1	439	0	439	439
ORAOV1	439	0	439	439
TUBD1	439	0	439	439
ACAP3	0	431	431	431
ACOT7	0	431	431	431
ACTRT2	0	431	431	431
AGRN	0	431	431	431
AJAP1	0	431	431	431
ANKRD65	0	431	431	431
ARHGEF16	0	431	431	431
ATAD3A	0	431	431	431
ATAD3B	0	431	431	431
ATAD3C	0	431	431	431
AURKAIP1	0	431	431	431
B3GALT6	0	431	431	431
C1orf159	0	431	431	431
C1orf174	0	431	431	431
CALML6	0	431	431	431
CCDC27	0	431	431	431
CCNL2	0	431	431	431
CDK11A	0	431	431	431
CDK11B	0	431	431	431
CEP104	0	431	431	431
CFAP74	0	431	431	431
CHD5	0	431	431	431
CPSF3L	0	431	431	431
CPTP	0	431	431	431
DDX11L1	0	431	431	431
DFFB	0	431	431	431
DVL1	0	431	431	431
FAAP20	0	431	431	431
FAM132A	0	431	431	431
FAM138A	0	431	431	431
FAM138C	0	431	431	431
FAM213B	0	431	431	431
FAM41C	0	431	431	431
FAM87B	0	431	431	431
FNDC10	0	431	431	431
GABRD	0	431	431	431
GNB1	0	431	431	431
GPR153	0	431	431	431
HES3	0	431	431	431
HES4	0	431	431	431
HES5	0	431	431	431
ICMT	0	431	431	431
ISG15	0	431	431	431
KCNAB2	0	431	431	431
KLHL17	0	431	431	431
LINC00115	0	431	431	431
LINC00337	0	431	431	431
LINC00982	0	431	431	431
LINC01128	0	431	431	431
LINC01134	0	431	431	431
LINC01342	0	431	431	431
LINC01346	0	431	431	431
LOC100129534	0	431	431	431
LOC100130417	0	431	431	431
LOC100132062	0	431	431	431
LOC100133331	0	431	431	431
LOC100288069	0	431	431	431
LOC100996583	0	431	431	431
LOC101928626	0	431	431	431
LOC102724312	0	431	431	431
LOC102724450	0	431	431	431
LOC105378591	0	431	431	431
LOC115110	0	431	431	431
LOC148413	0	431	431	431
LOC284661	0	431	431	431
LOC729737	0	431	431	431
LRRC47	0	431	431	431
MEGF6	0	431	431	431
MIB2	0	431	431	431
MIR1302-10	0	431	431	431
MIR1302-11	0	431	431	431
MIR1302-2	0	431	431	431
MIR1302-9	0	431	431	431
MIR200A	0	431	431	431
MIR200B	0	431	431	431
MIR4251	0	431	431	431
MIR429	0	431	431	431
MIR4417	0	431	431	431
MIR4689	0	431	431	431
MIR551A	0	431	431	431
MIR6723	0	431	431	431
MIR6726	0	431	431	431
MIR6727	0	431	431	431
MIR6808	0	431	431	431
MIR6859-1	0	431	431	431
MIR6859-2	0	431	431	431
MIR6859-3	0	431	431	431
MMEL1	0	431	431	431
MMP23A	0	431	431	431
MMP23B	0	431	431	431
MORN1	0	431	431	431
MRPL20	0	431	431	431
MXRA8	0	431	431	431
NADK	0	431	431	431
NOC2L	0	431	431	431
NPHP4	0	431	431	431
OR4F16	0	431	431	431
OR4F29	0	431	431	431
OR4F5	0	431	431	431
PANK4	0	431	431	431
PERM1	0	431	431	431
PEX10	0	431	431	431
PLCH2	0	431	431	431
PLEKHN1	0	431	431	431
PRDM16	0	431	431	431
PRKCZ	0	431	431	431
PUSL1	0	431	431	431
RER1	0	431	431	431
RNF207	0	431	431	431
RNF223	0	431	431	431
RPL22	0	431	431	431
SAMD11	0	431	431	431
SCNN1D	0	431	431	431
SDF4	0	431	431	431
SKI	0	431	431	431
SLC35E2	0	431	431	431
SLC35E2B	0	431	431	431
SMIM1	0	431	431	431
SSU72	0	431	431	431
TAS1R3	0	431	431	431
TMEM240	0	431	431	431
TMEM52	0	431	431	431
TMEM88B	0	431	431	431
TNFRSF14	0	431	431	431
TNFRSF18	0	431	431	431
TNFRSF4	0	431	431	431
TP73	0	431	431	431
TP73-AS1	0	431	431	431
TPRG1L	0	431	431	431
TTC34	0	431	431	431
TTLL10	0	431	431	431
UBE2J2	0	431	431	431
VWA1	0	431	431	431
WASH7P	0	431	431	431
WRAP73	0	431	431	431
hsa-mir-551a	0	431	431	431
ANKRD20A9P	0	427	427	427
ANKRD26P3	0	427	427	427
FAM230C	0	427	427	427
LINC00350	0	427	427	427
LINC00408	0	427	427	427
LINC00417	0	427	427	427
LINC00421	0	427	427	427
LINC00442	0	427	427	427
LINC01072	0	427	427	427
LOC101928697	0	427	427	427
MPHOSPH8	0	427	427	427
PSPC1	0	427	427	427
TPTE2	0	427	427	427
TUBA3C	0	427	427	427
ZMYM2	0	427	427	427
ZMYM5	0	427	427	427
ERLIN2	419	0	419	419
LOC101929622	419	0	419	419
LOC102723701	419	0	419	419
ZNF703	419	0	419	419
ADAL	0	396	396	396
ANKRD63	0	396	396	396
ANP32AP1	0	396	396	396
AP4E1	0	396	396	396
ATP8B4	0	396	396	396
B2M	0	396	396	396
BAHD1	0	396	396	396
BCL2L10	0	396	396	396
BLOC1S6	0	396	396	396
BMF	0	396	396	396
BUB1B	0	396	396	396
BUB1B-PAK6	0	396	396	396
C15orf41	0	396	396	396
C15orf48	0	396	396	396
C15orf52	0	396	396	396
C15orf53	0	396	396	396
C15orf54	0	396	396	396
C15orf56	0	396	396	396
C15orf57	0	396	396	396
C15orf62	0	396	396	396
CAPN3	0	396	396	396
CASC4	0	396	396	396
CATSPER2	0	396	396	396
CATSPER2P1	0	396	396	396
CCNDBP1	0	396	396	396
CDAN1	0	396	396	396
CEP152	0	396	396	396
CHAC1	0	396	396	396
CHP1	0	396	396	396
CHST14	0	396	396	396
CKMT1A	0	396	396	396
CKMT1B	0	396	396	396
COPS2	0	396	396	396
CSNK1A1P1	0	396	396	396
CTDSPL2	0	396	396	396
CTXN2	0	396	396	396
CYP19A1	0	396	396	396
DCAF13P3	0	396	396	396
DISP2	0	396	396	396
DLL4	0	396	396	396
DMXL2	0	396	396	396
DNAJC17	0	396	396	396
DPH6	0	396	396	396
DPH6-AS1	0	396	396	396
DTWD1	0	396	396	396
DUOX1	0	396	396	396
DUOX2	0	396	396	396
DUOXA1	0	396	396	396
DUOXA2	0	396	396	396
DUT	0	396	396	396
EHD4	0	396	396	396
EHD4-AS1	0	396	396	396
EID1	0	396	396	396
EIF2AK4	0	396	396	396
EIF3J	0	396	396	396
EIF3J-AS1	0	396	396	396
ELL3	0	396	396	396
EPB42	0	396	396	396
EXD1	0	396	396	396
FAM227B	0	396	396	396
FAM98B	0	396	396	396
FBN1	0	396	396	396
FGF7	0	396	396	396
FLJ10038	0	396	396	396
FRMD5	0	396	396	396
FSIP1	0	396	396	396
GABPB1	0	396	396	396
GABPB1-AS1	0	396	396	396
GALK2	0	396	396	396
GANC	0	396	396	396
GATM	0	396	396	396
GCHFR	0	396	396	396
GLDN	0	396	396	396
GNB5	0	396	396	396
GPR176	0	396	396	396
HAUS2	0	396	396	396
HDC	0	396	396	396
HMGN2P46	0	396	396	396
HYPK	0	396	396	396
INAFM2	0	396	396	396
INO80	0	396	396	396
ITPKA	0	396	396	396
IVD	0	396	396	396
JMJD7	0	396	396	396
JMJD7-PLA2G4B	0	396	396	396
KNL1	0	396	396	396
KNSTRN	0	396	396	396
LCMT2	0	396	396	396
LEO1	0	396	396	396
LINC01491	0	396	396	396
LOC100129973	0	396	396	396
LOC100419583	0	396	396	396
LOC100422556	0	396	396	396
LOC101928227	0	396	396	396
LOC101928414	0	396	396	396
LOC105370792	0	396	396	396
LOC105370802	0	396	396	396
LOC105370941	0	396	396	396
LOC105370943	0	396	396	396
LOC145845	0	396	396	396
LRRC57	0	396	396	396
LTK	0	396	396	396
LYSMD2	0	396	396	396
MAP1A	0	396	396	396
MAPK6	0	396	396	396
MAPKBP1	0	396	396	396
MEIS2	0	396	396	396
MFAP1	0	396	396	396
MGA	0	396	396	396
MIR1266	0	396	396	396
MIR1282	0	396	396	396
MIR147B	0	396	396	396
MIR3942	0	396	396	396
MIR4310	0	396	396	396
MIR4510	0	396	396	396
MIR4712	0	396	396	396
MIR4713	0	396	396	396
MIR4716	0	396	396	396
MIR626	0	396	396	396
MIR627	0	396	396	396
MIR7973-1	0	396	396	396
MIR7973-2	0	396	396	396
MIR8063	0	396	396	396
MRPL42P5	0	396	396	396
MYEF2	0	396	396	396
MYO5C	0	396	396	396
NDUFAF1	0	396	396	396
NDUFAF4P1	0	396	396	396
NUSAP1	0	396	396	396
OIP5	0	396	396	396
OIP5-AS1	0	396	396	396
PAK6	0	396	396	396
PATL2	0	396	396	396
PDIA3	0	396	396	396
PHGR1	0	396	396	396
PIN4P1	0	396	396	396
PLA2G4B	0	396	396	396
PLA2G4D	0	396	396	396
PLA2G4E	0	396	396	396
PLA2G4E-AS1	0	396	396	396
PLA2G4F	0	396	396	396
PLCB2	0	396	396	396
PPIP5K1	0	396	396	396
PPP1R14D	0	396	396	396
RAD51	0	396	396	396
RAD51-AS1	0	396	396	396
RASGRP1	0	396	396	396
RHOV	0	396	396	396
RMDN3	0	396	396	396
RPAP1	0	396	396	396
RPUSD2	0	396	396	396
RTF1	0	396	396	396
SCG3	0	396	396	396
SECISBP2L	0	396	396	396
SEMA6D	0	396	396	396
SERF2	0	396	396	396
SERF2-C15ORF63	0	396	396	396
SERINC4	0	396	396	396
SHC4	0	396	396	396
SHF	0	396	396	396
SLC12A1	0	396	396	396
SLC24A5	0	396	396	396
SLC27A2	0	396	396	396
SLC28A2	0	396	396	396
SLC30A4	0	396	396	396
SNAP23	0	396	396	396
SORD	0	396	396	396
SPATA5L1	0	396	396	396
SPG11	0	396	396	396
SPINT1	0	396	396	396
SPPL2A	0	396	396	396
SPRED1	0	396	396	396
SPTBN5	0	396	396	396
SQRDL	0	396	396	396
SRP14	0	396	396	396
SRP14-AS1	0	396	396	396
STARD9	0	396	396	396
STRC	0	396	396	396
TERB2	0	396	396	396
TGM5	0	396	396	396
TGM7	0	396	396	396
THBS1	0	396	396	396
TMCO5A	0	396	396	396
TMEM62	0	396	396	396
TMEM87A	0	396	396	396
TMOD2	0	396	396	396
TMOD3	0	396	396	396
TNFAIP8L3	0	396	396	396
TP53BP1	0	396	396	396
TRIM69	0	396	396	396
TRPM7	0	396	396	396
TTBK2	0	396	396	396
TUBGCP4	0	396	396	396
TYRO3	0	396	396	396
UBR1	0	396	396	396
USP50	0	396	396	396
USP8	0	396	396	396
VPS18	0	396	396	396
VPS39	0	396	396	396
WDR76	0	396	396	396
ZFYVE19	0	396	396	396
ZNF106	0	396	396	396
ZSCAN29	0	396	396	396
ATP8B3	0	384	384	384
KLF16	0	384	384	384
LOC100288123	0	384	384	384
MBD3	0	384	384	384
MEX3D	0	384	384	384
MIR1909	0	384	384	384
ONECUT3	0	384	384	384
REXO1	0	384	384	384
TCF3	0	384	384	384
UQCR11	0	384	384	384
AFDN	0	378	378	378
AFDN-AS1	0	378	378	378
DACT2	0	378	378	378
FRMD1	0	378	378	378
GPR31	0	378	378	378
HGC6.3	0	378	378	378
KIF25	0	378	378	378
KIF25-AS1	0	378	378	378
LINC01558	0	378	378	378
LOC101929420	0	378	378	378
LOC105378123	0	378	378	378
LOC105378127	0	378	378	378
LOC105378137	0	378	378	378
